Energy,Spectra from Area #1-Spectrum,Spectra from Area #1-Background,Spectra from Area #1-Modeled,Spectra from Area #1-Residual
-2.68E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.63E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.58E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.53E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.48E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.43E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.38E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.33E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.28E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.23E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.18E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.13E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.08E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.03E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.98E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.93E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.88E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.83E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.78E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.73E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.68E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.63E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.58E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.53E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.48E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.43E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.38E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.33E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.28E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.23E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.18E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.13E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.08E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.03E+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-9.77E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-9.27E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-8.77E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-8.27E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-7.77E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-7.27E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-6.77E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-6.27E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-5.77E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-5.27E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-4.77E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-4.27E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-3.77E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-3.27E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.77E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.27E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.77E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.27E+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-7.75E+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.75E+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.253970e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.253970e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.225397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.725397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.225397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.725397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.225397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.725397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.225397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.725397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.225397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.725397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.225397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.725397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.225397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.725397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.225397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.725397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.225397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.725397e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.022540e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.072540e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.122540e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.172540e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.222540e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.272540e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.322540e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.372540e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.422540e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.472540e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.522540e+02,2.600000e+01,2.879552e-01,2.879552e-01,2.571205e+01
1.572540e+02,1.900000e+01,2.902406e-01,2.902406e-01,1.870976e+01
1.622540e+02,2.400000e+01,2.925259e-01,2.925259e-01,2.370747e+01
1.672540e+02,1.300000e+01,2.948113e-01,2.948113e-01,1.270519e+01
1.722540e+02,2.200000e+01,2.970966e-01,2.971023e-01,2.170290e+01
1.772540e+02,2.500000e+01,2.993820e-01,4.638710e-01,2.453613e+01
1.822540e+02,1.800000e+01,3.016674e-01,6.571232e-01,1.734288e+01
1.872540e+02,1.900000e+01,3.039527e-01,1.043121e+00,1.795688e+01
1.922540e+02,2.400000e+01,3.062381e-01,1.785378e+00,2.221462e+01
1.972540e+02,2.000000e+01,3.085234e-01,3.156810e+00,1.684319e+01
2.022540e+02,4.200000e+01,3.108088e-01,5.588779e+00,3.641122e+01
2.072540e+02,2.900000e+01,3.130942e-01,9.724593e+00,1.927541e+01
2.122540e+02,3.900000e+01,3.153795e-01,1.646489e+01,2.253511e+01
2.172540e+02,5.300000e+01,3.176649e-01,2.698430e+01,2.601570e+01
2.222540e+02,9.700000e+01,3.199503e-01,4.269263e+01,5.430737e+01
2.272540e+02,1.180000e+02,3.222356e-01,6.511286e+01,5.288714e+01
2.322540e+02,1.520000e+02,3.245210e-01,9.565836e+01,5.634164e+01
2.372540e+02,1.960000e+02,3.268063e-01,1.353133e+02,6.068666e+01
2.422540e+02,2.490000e+02,3.290917e-01,1.842548e+02,6.474518e+01
2.472540e+02,2.980000e+02,3.313771e-01,2.414902e+02,5.650983e+01
2.522540e+02,3.710000e+02,3.336624e-01,3.046129e+02,6.638712e+01
2.572540e+02,4.470000e+02,3.359478e-01,3.697812e+02,7.721878e+01
2.622540e+02,5.510000e+02,3.382331e-01,4.319930e+02,1.190070e+02
2.672540e+02,5.020000e+02,3.405185e-01,4.856642e+02,1.633578e+01
2.722540e+02,5.860000e+02,3.428039e-01,5.254343e+02,6.056567e+01
2.772540e+02,5.600000e+02,3.450892e-01,5.470427e+02,1.295728e+01
2.822540e+02,5.090000e+02,3.473746e-01,5.480791e+02,-3.91E+01
2.872540e+02,5.010000e+02,3.496599e-01,5.284266e+02,-2.74E+01
2.922540e+02,4.050000e+02,3.519453e-01,4.902847e+02,-8.53E+01
2.972540e+02,3.840000e+02,3.542307e-01,4.377608e+02,-5.38E+01
3.022540e+02,3.140000e+02,3.565160e-01,3.761466e+02,-6.21E+01
3.072540e+02,2.410000e+02,3.588014e-01,3.110441e+02,-7.00E+01
3.122540e+02,1.620000e+02,3.610868e-01,2.475453e+02,-8.55E+01
3.172540e+02,1.340000e+02,3.633721e-01,1.896271e+02,-5.56E+01
3.222540e+02,7.600000e+01,3.656575e-01,1.398461e+02,-6.38E+01
3.272540e+02,6.100000e+01,3.679428e-01,9.933339e+01,-3.83E+01
3.322540e+02,4.700000e+01,3.702282e-01,6.802189e+01,-2.10E+01
3.372540e+02,3.100000e+01,3.725136e-01,4.500126e+01,-1.40E+01
3.422540e+02,1.500000e+01,3.747989e-01,2.889856e+01,-1.39E+01
3.472540e+02,1.200000e+01,3.770843e-01,1.820171e+01,-6.20E+00
3.522540e+02,4.000000e+00,3.793696e-01,1.149326e+01,-7.49E+00
3.572540e+02,4.000000e+00,3.816550e-01,7.577041e+00,-3.58E+00
3.622540e+02,7.000000e+00,3.839404e-01,5.522028e+00,1.477972e+00
3.672540e+02,5.000000e+00,3.862257e-01,4.647477e+00,3.525229e-01
3.722540e+02,9.000000e+00,3.885111e-01,4.478752e+00,4.521248e+00
3.772540e+02,1.100000e+01,3.907965e-01,4.695319e+00,6.304681e+00
3.822540e+02,3.000000e+00,3.930818e-01,4.906828e+00,-1.91E+00
3.872540e+02,9.000000e+00,3.953672e-01,5.427826e+00,3.572174e+00
3.922540e+02,7.000000e+00,3.976525e-01,5.840988e+00,1.159012e+00
3.972540e+02,6.000000e+00,3.999379e-01,6.123485e+00,-1.23E-01
4.022540e+02,7.000000e+00,4.022233e-01,6.268236e+00,7.317643e-01
4.072540e+02,7.000000e+00,4.045086e-01,6.284718e+00,7.152824e-01
4.122540e+02,8.000000e+00,4.067940e-01,6.202069e+00,1.797931e+00
4.172540e+02,3.000000e+00,4.090793e-01,6.046717e+00,-3.05E+00
4.222540e+02,7.000000e+00,4.113647e-01,5.857058e+00,1.142942e+00
4.272540e+02,8.000000e+00,4.136501e-01,5.665064e+00,2.334936e+00
4.322540e+02,6.000000e+00,4.159354e-01,5.495133e+00,5.048671e-01
4.372540e+02,3.000000e+00,4.182208e-01,5.363383e+00,-2.36E+00
4.422540e+02,9.000000e+00,4.205061e-01,5.280576e+00,3.719424e+00
4.472540e+02,3.000000e+00,4.227915e-01,5.257657e+00,-2.26E+00
4.522540e+02,5.000000e+00,4.250769e-01,5.312262e+00,-3.12E-01
4.572540e+02,7.000000e+00,4.273622e-01,5.474075e+00,1.525925e+00
4.622540e+02,4.000000e+00,4.296476e-01,5.787011e+00,-1.79E+00
4.672540e+02,6.000000e+00,4.319330e-01,6.306783e+00,-3.07E-01
4.722540e+02,3.000000e+00,4.342183e-01,7.093344e+00,-4.09E+00
4.772540e+02,5.000000e+00,4.365037e-01,8.198894e+00,-3.20E+00
4.822540e+02,6.000000e+00,4.387890e-01,9.653279e+00,-3.65E+00
4.872540e+02,1.100000e+01,4.410744e-01,1.144961e+01,-4.50E-01
4.922540e+02,1.700000e+01,4.433598e-01,1.353340e+01,3.466601e+00
4.972540e+02,1.800000e+01,4.456451e-01,1.579842e+01,2.201583e+00
5.022540e+02,1.800000e+01,4.479305e-01,1.809031e+01,-9.03E-02
5.072540e+02,2.300000e+01,4.502158e-01,2.022590e+01,2.774101e+00
5.122540e+02,2.500000e+01,4.525012e-01,2.200870e+01,2.991301e+00
5.172540e+02,2.400000e+01,4.547866e-01,2.325897e+01,7.410336e-01
5.222540e+02,1.700000e+01,4.570719e-01,2.384156e+01,-6.84E+00
5.272540e+02,3.100000e+01,4.593573e-01,2.368590e+01,7.314096e+00
5.322540e+02,1.800000e+01,4.616427e-01,2.279672e+01,-4.80E+00
5.372540e+02,1.700000e+01,4.639280e-01,2.125268e+01,-4.25E+00
5.422540e+02,1.900000e+01,4.662134e-01,1.919325e+01,-1.93E-01
5.472540e+02,1.500000e+01,4.684987e-01,1.679663e+01,-1.80E+00
5.522540e+02,1.700000e+01,4.707841e-01,1.425375e+01,2.746247e+00
5.572540e+02,1.400000e+01,4.730695e-01,1.174234e+01,2.257665e+00
5.622540e+02,8.000000e+00,4.753548e-01,9.411427e+00,-1.41E+00
5.672540e+02,8.000000e+00,4.776402e-01,7.362715e+00,6.372848e-01
5.722540e+02,8.000000e+00,4.799255e-01,5.653583e+00,2.346417e+00
5.772540e+02,9.000000e+00,4.822109e-01,4.297959e+00,4.702041e+00
5.822540e+02,0.000000e+00,4.844963e-01,3.276636e+00,-3.28E+00
5.872540e+02,3.000000e+00,4.867816e-01,2.547774e+00,4.522262e-01
5.922540e+02,4.000000e+00,4.890670e-01,2.058184e+00,1.941816e+00
5.972540e+02,3.000000e+00,4.913523e-01,1.750738e+00,1.249262e+00
6.022540e+02,0.000000e+00,4.936377e-01,1.572797e+00,-1.57E+00
6.072540e+02,1.000000e+00,4.959231e-01,1.479107e+00,-4.79E-01
6.122540e+02,1.000000e+00,4.982084e-01,1.433579e+00,-4.34E-01
6.172540e+02,3.000000e+00,5.004938e-01,1.410022e+00,1.589978e+00
6.222540e+02,2.000000e+00,5.027791e-01,1.391315e+00,6.086848e-01
6.272540e+02,2.000000e+00,5.050645e-01,1.368331e+00,6.316687e-01
6.322540e+02,1.000000e+00,5.073498e-01,1.328975e+00,-3.29E-01
6.372540e+02,1.000000e+00,5.096352e-01,1.299968e+00,-3.00E-01
6.422540e+02,3.000000e+00,5.119206e-01,1.270418e+00,1.729582e+00
6.472540e+02,2.000000e+00,5.142059e-01,1.249748e+00,7.502520e-01
6.522540e+02,2.000000e+00,5.164913e-01,1.247246e+00,7.527544e-01
6.572540e+02,2.000000e+00,5.187767e-01,1.271000e+00,7.290003e-01
6.622540e+02,2.000000e+00,5.210620e-01,1.326741e+00,6.732593e-01
6.672540e+02,1.000000e+00,5.233474e-01,1.416906e+00,-4.17E-01
6.722540e+02,0.000000e+00,5.256327e-01,1.539990e+00,-1.54E+00
6.772540e+02,1.000000e+00,5.279181e-01,1.690319e+00,-6.90E-01
6.822540e+02,2.000000e+00,5.302035e-01,1.858285e+00,1.417148e-01
6.872540e+02,2.000000e+00,5.324888e-01,2.031135e+00,-3.11E-02
6.922540e+02,2.000000e+00,5.347742e-01,2.194407e+00,-1.94E-01
6.972540e+02,3.000000e+00,5.370595e-01,2.333006e+00,6.669943e-01
7.022540e+02,3.000000e+00,5.393449e-01,2.433699e+00,5.663009e-01
7.072540e+02,0.000000e+00,5.416303e-01,2.486389e+00,-2.49E+00
7.122540e+02,1.000000e+00,5.439156e-01,2.485590e+00,-1.49E+00
7.172540e+02,1.000000e+00,5.462010e-01,2.430842e+00,-1.43E+00
7.222540e+02,0.000000e+00,5.484864e-01,2.327046e+00,-2.33E+00
7.272540e+02,4.000000e+00,5.507717e-01,2.183249e+00,1.816751e+00
7.322540e+02,6.000000e+00,5.530571e-01,2.012686e+00,3.987314e+00
7.372540e+02,1.000000e+00,5.553424e-01,1.828995e+00,-8.29E-01
7.422540e+02,1.000000e+00,5.576278e-01,1.646230e+00,-6.46E-01
7.472540e+02,0.000000e+00,5.599132e-01,1.477326e+00,-1.48E+00
7.522540e+02,0.000000e+00,5.621985e-01,1.332312e+00,-1.33E+00
7.572540e+02,0.000000e+00,5.644839e-01,1.218316e+00,-1.22E+00
7.622540e+02,1.000000e+00,5.667692e-01,1.139204e+00,-1.39E-01
7.672540e+02,3.000000e+00,5.690546e-01,1.095742e+00,1.904258e+00
7.722540e+02,1.000000e+00,5.713400e-01,1.085974e+00,-8.60E-02
7.772540e+02,0.000000e+00,5.736253e-01,1.105712e+00,-1.11E+00
7.822540e+02,2.000000e+00,5.759107e-01,1.149061e+00,8.509390e-01
7.872540e+02,0.000000e+00,5.781960e-01,1.208946e+00,-1.21E+00
7.922540e+02,1.000000e+00,5.804814e-01,1.277644e+00,-2.78E-01
7.972540e+02,2.000000e+00,5.827668e-01,1.347319e+00,6.526809e-01
8.022540e+02,4.000000e+00,5.850521e-01,1.410562e+00,2.589437e+00
8.072540e+02,2.000000e+00,5.873375e-01,1.462780e+00,5.372200e-01
8.122540e+02,0.000000e+00,5.896229e-01,1.496919e+00,-1.50E+00
8.172540e+02,3.000000e+00,5.919082e-01,1.511264e+00,1.488736e+00
8.222540e+02,1.000000e+00,5.941936e-01,1.504806e+00,-5.05E-01
8.272540e+02,1.000000e+00,5.964789e-01,1.481810e+00,-4.82E-01
8.322540e+02,1.000000e+00,5.987643e-01,1.445393e+00,-4.45E-01
8.372540e+02,0.000000e+00,6.010497e-01,1.402969e+00,-1.40E+00
8.422540e+02,1.000000e+00,6.033350e-01,1.364132e+00,-3.64E-01
8.472540e+02,3.000000e+00,6.056204e-01,1.340095e+00,1.659905e+00
8.522540e+02,1.000000e+00,6.079057e-01,1.343696e+00,-3.44E-01
8.572540e+02,3.000000e+00,6.101911e-01,1.388790e+00,1.611210e+00
8.622540e+02,2.000000e+00,6.124765e-01,1.489608e+00,5.103921e-01
8.672540e+02,0.000000e+00,6.147618e-01,1.659831e+00,-1.66E+00
8.722540e+02,2.000000e+00,6.170472e-01,1.911424e+00,8.857620e-02
8.772540e+02,3.000000e+00,6.193326e-01,2.253110e+00,7.468896e-01
8.822540e+02,4.000000e+00,6.216179e-01,2.688658e+00,1.311342e+00
8.872540e+02,2.000000e+00,6.239033e-01,3.215138e+00,-1.22E+00
8.922540e+02,3.000000e+00,6.261886e-01,3.821477e+00,-8.21E-01
8.972540e+02,8.000000e+00,6.284740e-01,4.487685e+00,3.512315e+00
9.022540e+02,3.000000e+00,6.307594e-01,5.184897e+00,-2.18E+00
9.072540e+02,2.000000e+00,6.330447e-01,5.876939e+00,-3.88E+00
9.122540e+02,5.000000e+00,6.353301e-01,6.522859e+00,-1.52E+00
9.172540e+02,6.000000e+00,6.376154e-01,7.080669e+00,-1.08E+00
9.222540e+02,1.000000e+00,6.399008e-01,7.511655e+00,-6.51E+00
9.272540e+02,7.000000e+00,6.421862e-01,7.784703e+00,-7.85E-01
9.322540e+02,8.000000e+00,6.444715e-01,7.879775e+00,1.202254e-01
9.372540e+02,9.000000e+00,6.467569e-01,7.790956e+00,1.209044e+00
9.422540e+02,1.300000e+01,6.490422e-01,7.525897e+00,5.474103e+00
9.472540e+02,4.000000e+00,6.513276e-01,7.105639e+00,-3.11E+00
9.522540e+02,5.000000e+00,6.536130e-01,6.561516e+00,-1.56E+00
9.572540e+02,8.000000e+00,6.558983e-01,5.931676e+00,2.068324e+00
9.622540e+02,1.000000e+01,6.581837e-01,5.256226e+00,4.743774e+00
9.672540e+02,5.000000e+00,6.604691e-01,4.573582e+00,4.264183e-01
9.722540e+02,7.000000e+00,6.627544e-01,3.917261e+00,3.082739e+00
9.772540e+02,5.000000e+00,6.650398e-01,3.312738e+00,1.687262e+00
9.822540e+02,4.000000e+00,6.673251e-01,2.777573e+00,1.222427e+00
9.872540e+02,7.000000e+00,6.696105e-01,2.320874e+00,4.679126e+00
9.922540e+02,6.000000e+00,6.718959e-01,1.944483e+00,4.055517e+00
9.972540e+02,0.000000e+00,6.741812e-01,1.644643e+00,-1.64E+00
1.002254e+03,2.000000e+00,6.764666e-01,1.413623e+00,5.863768e-01
1.007254e+03,3.000000e+00,6.787519e-01,1.241791e+00,1.758209e+00
1.012254e+03,1.000000e+00,6.810373e-01,1.118979e+00,-1.19E-01
1.017254e+03,1.000000e+00,6.833227e-01,1.035684e+00,-3.57E-02
1.022254e+03,2.000000e+00,6.856080e-01,9.838145e-01,1.016186e+00
1.027254e+03,2.000000e+00,6.878934e-01,9.570473e-01,1.042953e+00
1.032254e+03,0.000000e+00,6.901788e-01,9.508578e-01,-9.51E-01
1.037254e+03,1.000000e+00,6.924641e-01,9.622928e-01,3.770721e-02
1.042254e+03,2.000000e+00,6.947495e-01,9.895713e-01,1.010429e+00
1.047254e+03,2.000000e+00,6.970348e-01,1.031591e+00,9.684089e-01
1.052254e+03,0.000000e+00,6.993202e-01,1.085585e+00,-1.09E+00
1.057254e+03,3.000000e+00,7.016056e-01,1.154859e+00,1.845141e+00
1.062254e+03,3.000000e+00,7.038909e-01,1.234330e+00,1.765670e+00
1.067254e+03,0.000000e+00,7.061763e-01,1.321373e+00,-1.32E+00
1.072254e+03,2.000000e+00,7.084616e-01,1.412027e+00,5.879731e-01
1.077254e+03,1.000000e+00,7.107470e-01,1.502508e+00,-5.03E-01
1.082254e+03,1.000000e+00,7.130324e-01,1.587228e+00,-5.87E-01
1.087254e+03,2.000000e+00,7.153177e-01,1.661114e+00,3.388855e-01
1.092254e+03,2.000000e+00,7.176031e-01,1.719402e+00,2.805978e-01
1.097254e+03,1.000000e+00,7.198884e-01,1.758242e+00,-7.58E-01
1.102254e+03,1.000000e+00,7.221738e-01,1.775065e+00,-7.75E-01
1.107254e+03,1.000000e+00,7.244592e-01,1.768833e+00,-7.69E-01
1.112254e+03,2.000000e+00,7.267445e-01,1.740162e+00,2.598376e-01
1.117254e+03,0.000000e+00,7.290277e-01,1.691140e+00,-1.69E+00
1.122254e+03,2.000000e+00,7.444620e-01,1.638272e+00,3.617283e-01
1.127254e+03,1.000000e+00,7.597075e-01,1.572433e+00,-5.72E-01
1.132254e+03,0.000000e+00,7.747698e-01,1.498268e+00,-1.50E+00
1.137254e+03,3.000000e+00,7.896461e-01,1.420394e+00,1.579606e+00
1.142254e+03,0.000000e+00,8.043365e-01,1.343022e+00,-1.34E+00
1.147254e+03,1.000000e+00,8.188391e-01,1.269742e+00,-2.70E-01
1.152254e+03,0.000000e+00,8.331594e-01,1.203274e+00,-1.20E+00
1.157254e+03,1.000000e+00,8.472929e-01,1.145395e+00,-1.45E-01
1.162254e+03,1.000000e+00,8.612385e-01,1.097051e+00,-9.71E-02
1.167254e+03,0.000000e+00,8.750019e-01,1.058436e+00,-1.06E+00
1.172254e+03,2.000000e+00,8.885784e-01,1.029135e+00,9.708647e-01
1.177254e+03,1.000000e+00,9.019699e-01,1.008312e+00,-8.31E-03
1.182254e+03,1.000000e+00,9.151726e-01,9.948621e-01,5.137920e-03
1.187254e+03,0.000000e+00,9.281921e-01,9.875802e-01,-9.88E-01
1.192254e+03,0.000000e+00,9.410267e-01,9.852562e-01,-9.85E-01
1.197254e+03,1.000000e+00,9.536753e-01,9.867706e-01,1.322937e-02
1.202254e+03,1.000000e+00,9.661360e-01,9.911447e-01,8.855343e-03
1.207254e+03,1.000000e+00,9.784126e-01,9.975720e-01,2.427995e-03
1.212254e+03,1.000000e+00,9.905043e-01,1.005411e+00,-5.41E-03
1.217254e+03,0.000000e+00,1.002408e+00,1.014177e+00,-1.01E+00
1.222254e+03,1.000000e+00,1.014127e+00,1.023134e+00,-2.31E-02
1.227254e+03,3.000000e+00,1.025661e+00,1.033009e+00,1.966991e+00
1.232254e+03,1.000000e+00,1.037010e+00,1.042988e+00,-4.30E-02
1.237254e+03,0.000000e+00,1.048172e+00,1.053007e+00,-1.05E+00
1.242254e+03,1.000000e+00,1.059149e+00,1.063033e+00,-6.30E-02
